datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.53,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,1.08,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<6,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.61,mg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,2.52,mg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.02,mg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.27,mg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.12,mg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,20.13,mg/kg FW
1997-05-21,I-A10,I-A10_19970521,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.31,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.2,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<6,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.49,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.97,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.02,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,1.39,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.12,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,65.29,mg/kg FW
1997-11-05,I-A10,I-A10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,4.27,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,1.13,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.38,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.02,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.35,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.26,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,66.3,mg/kg FW
1998-05-25,I-A10,I-A10_19980525,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,2.15,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.2,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,1.02,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,7.13,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,6.16,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,8.73,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.61,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.47,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.14,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.52,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.14,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,59.16,mg/kg FW
1998-11-03,I-A10,I-A10_19981103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,3.72,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,0.28,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.26,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.2,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,1.26,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,1.56,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,4.28,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,4.22,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,12.2,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,14.7,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<5,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,8.91,µg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.87,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.52,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.01,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.24,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.22,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,9.5,mg/kg FW
1999-05-19,I-A10,I-A10_19990519,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,2.17,mg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<8,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<5,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<7,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<4,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,0.09,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.09,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,0.13,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,0.13,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.09,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",0.43,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<0.16,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,0.43,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,1.84,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,2.03,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,2.89,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,1.72,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,3.83,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,4.52,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,2.58,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,2.15,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,2.7,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<2.5,µg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.91,mg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.2,mg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.01,mg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.93,mg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.44,mg/kg FW
2000-06-01,I-A10,I-A10_20000601,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,235,mg/kg FW
